2023-05-14 18:34:20,984 INFO    StreamThr :22897 [internal.py:wandb_internal():89] W&B internal server running at pid: 22897, started at: 2023-05-14 18:34:20.984111
2023-05-14 18:34:20,987 DEBUG   HandlerThread:22897 [handler.py:handle_request():144] handle_request: status
2023-05-14 18:34:20,993 INFO    WriterThread:22897 [datastore.py:open_for_write():85] open: /opt/ml/level2_objectdetection-cv-11/UniverseNet/tools/wandb/run-20230514_183420-7giwp5u2/run-7giwp5u2.wandb
2023-05-14 18:34:20,993 DEBUG   SenderThread:22897 [sender.py:send():375] send: header
2023-05-14 18:34:21,062 DEBUG   SenderThread:22897 [sender.py:send():375] send: run
2023-05-14 18:34:21,544 INFO    SenderThread:22897 [dir_watcher.py:__init__():219] watching files in: /opt/ml/level2_objectdetection-cv-11/UniverseNet/tools/wandb/run-20230514_183420-7giwp5u2/files
2023-05-14 18:34:21,545 INFO    SenderThread:22897 [sender.py:_start_run_threads():1127] run started: 7giwp5u2 with start time 1684089260.985758
2023-05-14 18:34:21,545 DEBUG   SenderThread:22897 [sender.py:send_request():402] send_request: summary_record
2023-05-14 18:34:21,545 INFO    SenderThread:22897 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-14 18:34:21,549 DEBUG   HandlerThread:22897 [handler.py:handle_request():144] handle_request: check_version
2023-05-14 18:34:21,549 DEBUG   SenderThread:22897 [sender.py:send_request():402] send_request: check_version
2023-05-14 18:34:21,622 DEBUG   HandlerThread:22897 [handler.py:handle_request():144] handle_request: run_start
2023-05-14 18:34:21,625 DEBUG   HandlerThread:22897 [system_info.py:__init__():31] System info init
2023-05-14 18:34:21,625 DEBUG   HandlerThread:22897 [system_info.py:__init__():46] System info init done
2023-05-14 18:34:21,625 INFO    HandlerThread:22897 [system_monitor.py:start():181] Starting system monitor
2023-05-14 18:34:21,626 INFO    SystemMonitor:22897 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-14 18:34:21,626 INFO    HandlerThread:22897 [system_monitor.py:probe():201] Collecting system info
2023-05-14 18:34:21,626 INFO    SystemMonitor:22897 [interfaces.py:start():190] Started cpu monitoring
2023-05-14 18:34:21,628 INFO    SystemMonitor:22897 [interfaces.py:start():190] Started disk monitoring
2023-05-14 18:34:21,629 INFO    SystemMonitor:22897 [interfaces.py:start():190] Started gpu monitoring
2023-05-14 18:34:21,630 INFO    SystemMonitor:22897 [interfaces.py:start():190] Started memory monitoring
2023-05-14 18:34:21,630 INFO    SystemMonitor:22897 [interfaces.py:start():190] Started network monitoring
2023-05-14 18:34:21,638 DEBUG   HandlerThread:22897 [system_info.py:probe():195] Probing system
2023-05-14 18:34:21,644 DEBUG   HandlerThread:22897 [system_info.py:_probe_git():180] Probing git
2023-05-14 18:34:21,658 DEBUG   HandlerThread:22897 [system_info.py:_probe_git():188] Probing git done
2023-05-14 18:34:21,658 DEBUG   HandlerThread:22897 [system_info.py:probe():240] Probing system done
